Month,Year,Rainfall,WPI
4,2012,47.5,100
5,2012,31.7,100
6,2012,117.8,103.9
7,2012,250.2,101.2
8,2012,262.4,104.9
9,2012,193.5,104.9
10,2012,58.7,104.9
11,2012,30.7,104.9
12,2012,11.7,104.9
1,2013,11.3,104.9
2,2013,40.1,104.9
3,2013,15.7,104.9
4,2013,30.4,104.9
5,2013,57.8,104.9
6,2013,219.8,104.9
7,2013,310,104.9
8,2013,254.7,104.9
9,2013,152.7,104.9
10,2013,129.4,109.4
11,2013,14,124.3
12,2013,6.7,124.3
1,2014,19.2,124.3
2,2014,27.4,124.3
3,2014,36.1,124.3
4,2014,22.2,124.3
5,2014,72.9,124.3
6,2014,95.4,124.3
7,2014,261.2,124.3
8,2014,237.5,124.3
9,2014,188,124.3
10,2014,60.2,124.3
11,2014,14.4,124.3
12,2014,10.7,124.3
1,2015,17.4,124.3
2,2015,21,124.3
3,2015,62,124.3
4,2015,69.4,150.3
5,2015,53.8,150.3
6,2015,192.8,150.3
7,2015,242.4,150.3
8,2015,205.2,150.3
9,2015,131.8,150.3
10,2015,42.9,150.3
11,2015,39.4,150.3
12,2015,15,150.3
1,2016,19.3,159.7
2,2016,22.8,159.7
3,2016,27.6,159.7
4,2016,37.4,159.7
5,2016,62.6,159.7
6,2016,168.3,159.7
7,2016,289.1,159.7
8,2016,256.3,159.7
9,2016,171.9,159.7
10,2016,76.1,164.4
11,2016,29.7,167.6
12,2016,14.9,167.6
1,2017,19,167.6
2,2017,22.6,167.6
3,2017,27.8,167.6
4,2017,37.9,167.6
5,2017,62.4,167.6
6,2017,168.1,167.6
7,2017,289.3,167.6
8,2017,256.2,167.6
9,2017,171.5,167.6
10,2017,76.3,167.6
11,2017,29.9,169.5
12,2017,15,169.5
1,2018,19.2,169.5
2,2018,20.1,169.5
3,2018,27.1,169.5
4,2018,40.2,169.5
5,2018,62.7,169.5
6,2018,165,169.5
7,2018,286.3,169.5
8,2018,254.3,169.5
9,2018,171.9,169.5
10,2018,77.2,169.5
11,2018,28.1,169.5
12,2018,14.1,169.5
1,2019,18.5,169.5
2,2019,33.1,169.5
3,2019,18.7,169.5
4,2019,31.5,169.5
5,2019,51.3,169.5
6,2019,113.5,169.5
7,2019,298.8,169.5
8,2019,299.9,169.5
9,2019,259.5,169.5
10,2019,110.1,169.5
11,2019,31.6,169.5
12,2019,19.2,169.5
1,2020,28.3,169.5
2,2020,12.1,169.5
3,2020,44.7,169.5
4,2020,42.7,169.5
5,2020,71.8,169.5
6,2020,195.6,169.5
7,2020,257.1,189.4
8,2020,327.8,189.4
9,2020,178,189.4
10,2020,78.3,189.4
11,2020,29.2,189.4
12,2020,17,189.4
1,2021,20.2,189.4
2,2021,7.6,196.3
3,2021,16.7,196.3
4,2021,31.1,196.3
5,2021,107.8,196.3
6,2021,182.4,196.3
7,2021,266.2,196.3
8,2021,196.3,196.3
9,2021,229.6,196.3
10,2021,100.8,196.3
11,2021,56.5,199.8
12,2021,20.5,199.8
1,2022,39.5,199.8
2,2022,19.1,199.8
3,2022,8.9,199.8
4,2022,38.2,199.8
5,2022,83.2,199.8
6,2022,152.2,199.8
7,2022,327.2,199.8
8,2022,264,199.8
9,2022,181.4,199.8
10,2022,111.8,210.1
11,2022,18.6,210.1
12,2022,13.6,210.1
1,2023,7.2,210.1
2,2023,19.7,210.1
3,2023,25.4,210.1
4,2023,31.4,210.1
5,2023,66.5,210.1
6,2023,250,210.1
7,2023,305.4,210.1
8,2023,293.9,210.1
9,2023,187.3,210.1
10,2023,75.7,217
11,2023,13.5,217
12,2023,27.6,217
1,2024,16.2,217
2,2024,18.1,217
3,2024,30.9,217
4,2024,41.4,217
5,2024,71.8,217
6,2024,151.1,217
7,2024,315.9,217
8,2024,162.7,217
9,2024,190,217
10,2024,71.3,234.2
11,2024,16.5,234.2
12,2024,3.4,234.2
